Br,CustName,Item Code,Item Desc,Specification,Strength,Pack Size,Jan,Jan Foc,Feb,Feb Foc,Mar,Mar Foc,Apr,Apr Foc,May,May Foc,Jun,Jun Foc,Jul,Jul Foc,Aug,Aug Foc,Sep,Sep Foc,Oct,Oct Foc,Nov,Nov Foc,Dec,Dec Foc
010,Nizwa Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
011,Khasab (Musandam) Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
012,Musanna Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018,Darsait Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
024,Greater Muttrah Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
026,Wadi Kabir Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
029,Saham Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
031,Al Sawadi Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
032,Al Khuwair Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
034,Al Suwaiq  Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
038,Al Bidayah Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
039,Seeb Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
040,Masirah Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
042,Muscat Int'l Airport Branch - Landside,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
044,Safeer (Azaiba) Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
045,Ibri Sanaya Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
046,Yanqil Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
047,Ibra Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
048,Sur Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
068,Wadi Hatat Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
080,Qurum City Centre Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,120,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
081,Rustaq Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
082,Al Khod Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
083,Sinaw Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
084,Bilad Bani Buali Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
090,Muttrah Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
091,Barka Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
092,Bahla  Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
094,Buraimi Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
097,Al Hail Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
098,Al Meera Al Amerat Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
099,Al-Mawaleh Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Mabela Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Hay Al-Rahbah Cplx Branch (MQ),007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Liwa Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
104,Khaburah Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Mall of Oman Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,5,0,0,0,0,0,6,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
118,Safeer-Sohar (Pharmacy) Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Barka Grand Centre Branch,007490080,IMMUNO C EXTRA,SACHETS,,10S,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A591,ALIF PHARMACY MEBELA,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A592,AMLA PHARMACY MUSANNAH,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B132,BELQEES PHARMACY (AL KHOUD - II),007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B165,AL BAWARAK PHARMACY (Mabellah),007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B210,AL BURAIMI MODERN PHARMACY,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C056,CORDOBA PHARMACY,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C094,COSMED PHARMACY,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C912,HVS - Pharma,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D147,DIBBA PHARMACY,007490080,IMMUNO C EXTRA,SACHETS,,10S,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F126,FAMILY MODERN PHARMACY,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H236,HELENA PHARMACY,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I001,IBN SINA PHARMACY,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M011,MUSCAT PHARMACY & STORES SALALAH LLC,007490080,IMMUNO C EXTRA,SACHETS,,10S,25,5,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0
M304,NEW BEHLA PHARMACY - AL MAWALAH,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M535,AL MEEZAN PHARMACY,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O167,OMAR PHARMACY,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O169,OONS PHARMACY,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P059,PREMIUM PHARMACY,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S360,AL BUSHRA MEDICAL SPECIALTY COMPLEX,007490080,IMMUNO C EXTRA,SACHETS,,10S,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U016,UM BALQEES NATIONAL CO. LLC,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
V023,VISTA PHARMA,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z065,AL ZAKI PHARMACY,007490080,IMMUNO C EXTRA,SACHETS,,10S,0,0,0,0,0,0,5,1,5,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0
001,Ruwi Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
003,Al Gobra (Pharmacy) Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,12,0,0,0,12,0,0,0,12,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
004,Al Rusayl Branch (Near SQUH),007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Wadi Kabir (Opp: Al Maha Pump) Br.,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Al Hamra Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
008,Medinat Qaboos Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
009,Sohar Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,3,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
010,Nizwa Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
011,Khasab (Musandam) Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,6,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
012,Musanna Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018,Darsait Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
025,Qurum  Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
026,Wadi Kabir Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028,Ibri Murtafa Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029,Saham Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
031,Al Sawadi Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
032,Al Khuwair Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,3,0,5,0,10,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
033,Al Kamel Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
034,Al Suwaiq  Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,3,0,10,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0
038,Al Bidayah Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,10,0,0,0,10,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0
039,Seeb Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
040,Masirah Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,12,0,0,0,12,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041,Al Muzn Mall Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
042,Muscat Int'l Airport Branch - Landside,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
043,Muscat Int'l Airport Branch - Airside,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
044,Safeer (Azaiba) Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
045,Ibri Sanaya Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
046,Yanqil Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
047,Ibra Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
048,Sur Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
068,Wadi Hatat Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
080,Qurum City Centre Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,6,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
081,Rustaq Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,4,0,5,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
082,Al Khod Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
083,Sinaw Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
084,Bilad Bani Buali Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
087,Hamriya Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
088,Al Sarooj Comm.Centre (Pharmacy),007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,28,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
090,Muttrah Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
091,Barka Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
092,Bahla  Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,3,0,3,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
093,Ruwi High Street Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,1,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
094,Buraimi Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
097,Al Hail Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,12,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
098,Al Meera Al Amerat Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
099,Al-Mawaleh Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,12,0,14,0,5,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
100,Mabela Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Hay Al-Rahbah Cplx Branch (MQ),007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Liwa Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Khaburah Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Mall of Oman Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,20,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
118,Safeer-Sohar (Pharmacy) Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
124,Barka Grand Centre Branch,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,QARN AL RAWDAH CLINIC,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8661,AL MUNEEF PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A495,ALYA AL AMERAT PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,5,0,0,0,0,0,2,0,1,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0
A546,ABAQ AL SHAHAD PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
A591,ALIF PHARMACY MEBELA,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B108,AL BAWARAK PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B111,BADAR AL JASHMI-II PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,10,2,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0
B165,AL BAWARAK PHARMACY (Mabellah),007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,3,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0
C094,COSMED PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C912,HVS - Pharma,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C964,HITEN P DOSHI (STAFF #1273),007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
D142,DOLPHIN PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D153,DAR AL DAWAA PHARMACY - SOHAR,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,5,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F126,FAMILY MODERN PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F130,FARAH PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
F142,AL FATEH PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H245,HAYYAK PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H251,HEALTH PHARMACY DRUG STORE,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,10,2,0,0,25,5,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0
I001,IBN SINA PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,5,1,0,0,6,1,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0
I035,IBN SALIM PHARMACY ( IBRA ),007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I082,IBN SALEEM PHARMACY (MUDHAIBI),007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I123,IBN AL DHAHABI NEW PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J044,AL JABRY PHARMACY (STORES),007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0
J111,JANNATH PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,5,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0
L070,LULU PHARMACY (CENTRAL STORES),007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,100,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M001,MAZOON PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M304,NEW BEHLA PHARMACY - AL MAWALAH,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M462,MED OASIS PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M535,AL MEEZAN PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N111,AL NOOR MEDICAL COMPLEX,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O166,OZONE PHARMACY BEHLA,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O167,OMAR PHARMACY,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S271,AL SAADI PHARMACY (BIDAYA),007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S360,AL BUSHRA MEDICAL SPECIALTY COMPLEX,007490085,IROFIZZ,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
